,0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,38.0
596,14.0
597,0.0
598,0.0
599,0.0
600,0.0
601,456.0
602,488.0
603,35834.0
604,895.0
605,1388.0
606,5505.0
607,1299.0
608,917.0
609,359.0
610,62.0
611,887.0
612,2409.0
613,1914.0
614,856.0
615,819.0
616,1775.0
617,2000.0
618,1049.0
619,1288.0
620,50.0
621,4416.0
622,64.0
623,231.0
624,471.0
625,7070.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,114.0
657,24.0
658,151.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,2.0
665,1.0
666,62.0
667,5.0
668,0.0
669,0.0
670,60.0
671,175.0
672,58.0
673,173.0
674,1401.0
675,948.0
676,164.0
677,90.0
678,286.0
679,40.0
680,157.0
681,542.0
682,56.0
683,130.0
684,111.0
685,296.0
686,23.0
687,96.0
688,43.0
689,316.0
690,201.0
691,242.0
692,162.0
693,408.0
694,72.0
695,48.0
696,536.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,13.0
726,25.0
727,772.0
728,5471.0
729,279.0
730,46.0
731,0.0
732,15.0
733,1678.0
734,2297.0
735,0.0
736,0.0
737,0.0
738,10.0
739,911.0
740,0.0
741,100.0
742,22.0
743,60.0
744,40.0
745,124.0
746,791.0
747,194.0
748,687.0
749,236.0
750,32.0
751,120.0
752,90.0
753,22.0
754,229.0
755,170.0
756,188.0
757,103.0
758,49.0
759,58.0
760,25.0
761,105.0
762,70.0
763,236.0
764,61.0
765,105.0
766,79.0
767,1984.0
768,1725.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,30162.0
791,3988.0
792,453.0
793,181.0
794,448.0
795,0.0
796,0.0
797,122.0
798,2229.0
799,5987.0
800,72.0
801,45.0
802,284.0
803,22.0
804,1380.0
805,173.0
806,9.0
807,190.0
808,6.0
809,344.0
810,19.0
811,22.0
812,34.0
813,469.0
814,73.0
815,30.0
816,1401.0
817,34403.0
818,9611.0
819,664.0
820,662.0
821,270.0
822,893.0
823,140.0
824,325.0
825,79.0
826,1139.0
827,363.0
828,144.0
829,29.0
830,60.0
831,669.0
832,1681.0
833,1927.0
834,50.0
835,1203.0
836,88.0
837,179.0
838,224.0
839,1123.0
840,4594.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,16479.0
861,27343.0
862,5326.0
863,462.0
864,0.0
865,74.0
866,0.0
867,277.0
868,28409.0
869,3741.0
870,14.0
871,0.0
872,4.0
873,20.0
874,39.0
875,43.0
876,66.0
877,142.0
878,86.0
879,50.0
880,2.0
881,121.0
882,1221.0
883,0.0
884,0.0
885,3.0
886,33.0
887,360.0
888,7298.0
889,4792.0
890,296.0
891,139.0
892,695.0
893,92.0
894,186.0
895,81.0
896,70.0
897,75.0
898,20.0
899,508.0
900,86.0
901,936.0
902,6242.0
903,214.0
904,632.0
905,8743.0
906,548.0
907,177.0
908,1930.0
909,270.0
910,172.0
911,339.0
912,1366.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,976.0
929,5999.0
930,32223.0
931,177593.0
932,16045.0
933,6984.0
934,567.0
935,0.0
936,100.0
937,0.0
938,87.0
939,2326.0
940,261.0
941,51.0
942,50.0
943,7.0
944,7.0
945,5.0
946,64.0
947,16.0
948,6.0
949,0.0
950,0.0
951,166.0
952,64.0
953,16.0
954,0.0
955,32.0
956,14.0
957,331.0
958,75.0
959,223.0
960,327.0
961,69.0
962,107.0
963,33.0
964,528.0
965,181.0
966,221.0
967,3.0
968,108.0
969,527.0
970,191.0
971,115.0
972,301.0
973,515.0
974,465.0
975,982.0
976,39604.0
977,4012.0
978,168.0
979,352.0
980,2158.0
981,3056.0
982,500.0
983,575.0
984,1383.0
985,2271.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,3096.0
1000,2130.0
1001,895.0
1002,1699.0
1003,448.0
1004,173.0
1005,0.0
1006,0.0
1007,325.0
1008,338.0
1009,373.0
1010,1703.0
1011,55.0
1012,36.0
1013,40.0
1014,18.0
1015,9.0
1016,45.0
1017,8292.0
1018,2026.0
1019,3.0
1020,24.0
1021,20.0
1022,0.0
1023,63.0
1024,888.0
1025,41.0
1026,4.0
1027,7.0
1028,393.0
1029,649.0
1030,917.0
1031,135.0
1032,114.0
1033,158.0
1034,121.0
1035,115.0
1036,6144.0
1037,1546.0
1038,46.0
1039,1847.0
1040,4409.0
1041,134.0
1042,214.0
1043,731.0
1044,3073.0
1045,625.0
1046,2987.0
1047,786.0
1048,873.0
1049,2016.0
1050,3808.0
1051,1383.0
1052,8885.0
1053,270.0
1054,1594.0
1055,265.0
1056,395.0
1057,814.0
1058,0.0
1059,16.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,1125.0
1070,1375.0
1071,458.0
1072,1518.0
1073,68.0
1074,121.0
1075,7.0
1076,26.0
1077,2580.0
1078,178.0
1079,0.0
1080,1.0
1081,5.0
1082,772.0
1083,0.0
1084,0.0
1085,100.0
1086,61.0
1087,9.0
1088,1031.0
1089,8441.0
1090,186.0
1091,127.0
1092,1.0
1093,0.0
1094,48.0
1095,76.0
1096,25.0
1097,1.0
1098,38.0
1099,148.0
1100,4110.0
1101,1839.0
1102,233.0
1103,841.0
1104,315.0
1105,1839.0
1106,290.0
1107,215.0
1108,251.0
1109,201.0
1110,400.0
1111,348.0
1112,457.0
1113,56.0
1114,348.0
1115,3812.0
1116,424.0
1117,350.0
1118,3395.0
1119,1338.0
1120,4283.0
1121,1874.0
1122,1521.0
1123,4201.0
1124,765.0
1125,15064.0
1126,8447.0
1127,1063.0
1128,209.0
1129,12.0
1130,125.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,4771.0
1140,114.0
1141,47.0
1142,1415.0
1143,461.0
1144,55.0
1145,0.0
1146,9.0
1147,478.0
1148,14324.0
1149,41.0
1150,0.0
1151,0.0
1152,29.0
1153,12.0
1154,0.0
1155,16.0
1156,3.0
1157,47.0
1158,58.0
1159,22.0
1160,211.0
1161,835.0
1162,4.0
1163,69.0
1164,0.0
1165,0.0
1166,1.0
1167,2.0
1168,3.0
1169,13.0
1170,8.0
1171,264.0
1172,721.0
1173,429.0
1174,4414.0
1175,164.0
1176,3131.0
1177,675.0
1178,243.0
1179,222.0
1180,139.0
1181,409.0
1182,100.0
1183,298.0
1184,193.0
1185,842.0
1186,11729.0
1187,320.0
1188,318.0
1189,431.0
1190,962.0
1191,311.0
1192,1606.0
1193,566.0
1194,2707.0
1195,4458.0
1196,4102.0
1197,213.0
1198,277.0
1199,293.0
1200,1075.0
1201,114.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,4727.0
1210,64694.0
1211,645.0
1212,596.0
1213,5031.0
1214,2.0
1215,129.0
1216,2.0
1217,0.0
1218,0.0
1219,0.0
1220,116.0
1221,753.0
1222,140.0
1223,70.0
1224,0.0
1225,0.0
1226,4.0
1227,15.0
1228,272.0
1229,786.0
1230,93.0
1231,43.0
1232,92.0
1233,37.0
1234,0.0
1235,0.0
1236,1.0
1237,67.0
1238,32.0
1239,3.0
1240,6.0
1241,51.0
1242,48.0
1243,148.0
1244,21.0
1245,229.0
1246,522.0
1247,337.0
1248,2258.0
1249,37.0
1250,19.0
1251,2.0
1252,100.0
1253,344.0
1254,688.0
1255,195.0
1256,160.0
1257,507.0
1258,140.0
1259,163.0
1260,310.0
1261,54.0
1262,259.0
1263,204.0
1264,169.0
1265,1308.0
1266,1929.0
1267,710.0
1268,158.0
1269,2530.0
1270,2956.0
1271,6533.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,115463.0
1281,57671.0
1282,6048.0
1283,855.0
1284,117.0
1285,162.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,109.0
1294,4.0
1295,18.0
1296,7.0
1297,4.0
1298,0.0
1299,183.0
1300,198.0
1301,104.0
1302,49.0
1303,143.0
1304,347.0
1305,138.0
1306,8.0
1307,44.0
1308,15.0
1309,37.0
1310,32.0
1311,70.0
1312,6.0
1313,231.0
1314,2273.0
1315,4.0
1316,24.0
1317,82.0
1318,147.0
1319,226.0
1320,220.0
1321,199.0
1322,102.0
1323,334.0
1324,206.0
1325,906.0
1326,63.0
1327,1649.0
1328,298.0
1329,3765.0
1330,1384.0
1331,4957.0
1332,316.0
1333,102.0
1334,207.0
1335,214.0
1336,365.0
1337,485.0
1338,900.0
1339,4840.0
1340,7419.0
1341,374.0
1342,508.0
1343,107.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,1367.0
1351,10945.0
1352,12193.0
1353,25143.0
1354,522.0
1355,408.0
1356,17.0
1357,0.0
1358,0.0
1359,14.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,7.0
1365,2.0
1366,0.0
1367,0.0
1368,55.0
1369,18.0
1370,172.0
1371,350.0
1372,112.0
1373,621.0
1374,277.0
1375,4077.0
1376,0.0
1377,8.0
1378,0.0
1379,13.0
1380,0.0
1381,2.0
1382,119.0
1383,44.0
1384,295.0
1385,97.0
1386,77.0
1387,1129.0
1388,6884.0
1389,1532.0
1390,470.0
1391,1855.0
1392,712.0
1393,598.0
1394,18447.0
1395,1886.0
1396,242.0
1397,100.0
1398,211.0
1399,122.0
1400,4848.0
1401,892.0
1402,598.0
1403,290.0
1404,847.0
1405,958.0
1406,1477.0
1407,146.0
1408,134.0
1409,811.0
1410,1029.0
1411,22625.0
1412,136605.0
1413,2874.0
1414,3810.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,49.0
1421,1211.0
1422,212.0
1423,1536.0
1424,2509.0
1425,688.0
1426,6622.0
1427,95.0
1428,90.0
1429,0.0
1430,0.0
1431,0.0
1432,5.0
1433,0.0
1434,0.0
1435,2.0
1436,0.0
1437,6.0
1438,10.0
1439,0.0
1440,25.0
1441,792.0
1442,290.0
1443,1544.0
1444,463.0
1445,7819.0
1446,19935.0
1447,7.0
1448,0.0
1449,0.0
1450,10.0
1451,7.0
1452,7.0
1453,32.0
1454,0.0
1455,26.0
1456,14.0
1457,481.0
1458,1133.0
1459,6800.0
1460,1830.0
1461,104.0
1462,386.0
1463,84.0
1464,280.0
1465,134.0
1466,507.0
1467,197.0
1468,266.0
1469,683.0
1470,2987.0
1471,2478.0
1472,636.0
1473,16096.0
1474,560.0
1475,537.0
1476,1023.0
1477,707.0
1478,334.0
1479,1406.0
1480,567.0
1481,1144.0
1482,13097.0
1483,61986.0
1484,4689.0
1485,4202.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,163.0
1492,53.0
1493,570.0
1494,417.0
1495,106.0
1496,71.0
1497,281.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,5.0
1507,250.0
1508,644.0
1509,20.0
1510,15.0
1511,0.0
1512,98.0
1513,18.0
1514,122.0
1515,97.0
1516,19205.0
1517,5845.0
1518,32.0
1519,9.0
1520,23.0
1521,1.0
1522,38.0
1523,5.0
1524,23.0
1525,82.0
1526,27.0
1527,28.0
1528,115.0
1529,113.0
1530,312.0
1531,53.0
1532,64.0
1533,185.0
1534,17.0
1535,311.0
1536,330.0
1537,1874.0
1538,1409.0
1539,2015.0
1540,395.0
1541,2976.0
1542,8544.0
1543,1227.0
1544,1834.0
1545,1191.0
1546,17093.0
1547,811.0
1548,310.0
1549,947.0
1550,14967.0
1551,656.0
1552,479.0
1553,861.0
1554,8421.0
1555,5837.0
1556,57533.0
1557,5101.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,1463.0
1563,87.0
1564,546.0
1565,411.0
1566,7.0
1567,74.0
1568,0.0
1569,0.0
1570,44.0
1571,0.0
1572,0.0
1573,332.0
1574,7.0
1575,0.0
1576,0.0
1577,20.0
1578,8066.0
1579,2921.0
1580,124.0
1581,0.0
1582,7.0
1583,0.0
1584,1.0
1585,127.0
1586,336.0
1587,3222.0
1588,274.0
1589,9.0
1590,45.0
1591,8.0
1592,18.0
1593,139.0
1594,97.0
1595,116.0
1596,258.0
1597,30.0
1598,186.0
1599,4753.0
1600,1272.0
1601,37.0
1602,140.0
1603,43.0
1604,194.0
1605,559.0
1606,254.0
1607,298.0
1608,1315.0
1609,614.0
1610,370.0
1611,200.0
1612,244.0
1613,625.0
1614,1734.0
1615,404.0
1616,510.0
1617,727.0
1618,1200.0
1619,5406.0
1620,2771.0
1621,5185.0
1622,514.0
1623,321.0
1624,2218.0
1625,1411.0
1626,1579.0
1627,6086.0
1628,201.0
1629,285442.0
1630,16926.0
1631,4988.0
1632,89.0
1633,72.0
1634,139.0
1635,267.0
1636,18.0
1637,3.0
1638,43.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,10.0
1646,0.0
1647,0.0
1648,0.0
1649,590.0
1650,28.0
1651,15.0
1652,68.0
1653,52.0
1654,1.0
1655,10.0
1656,1.0
1657,3.0
1658,214.0
1659,245.0
1660,125.0
1661,84.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,61.0
1667,3.0
1668,12.0
1669,69.0
1670,2488.0
1671,392.0
1672,142.0
1673,1290.0
1674,4683.0
1675,700.0
1676,4930.0
1677,659.0
1678,2158.0
1679,501.0
1680,900.0
1681,26989.0
1682,45518.0
1683,1639.0
1684,2240.0
1685,325.0
1686,683.0
1687,4344.0
1688,412.0
1689,4420.0
1690,10227.0
1691,1043.0
1692,518.0
1693,218.0
1694,47.0
1695,223.0
1696,501.0
1697,799.0
1698,2237.0
1699,2604.0
1700,13250.0
1701,0.0
1702,0.0
1703,0.0
1704,512.0
1705,1002.0
1706,3057.0
1707,247.0
1708,2.0
1709,0.0
1710,0.0
1711,0.0
1712,26.0
1713,0.0
1714,0.0
1715,0.0
1716,25.0
1717,166.0
1718,118.0
1719,5.0
1720,29.0
1721,7.0
1722,1.0
1723,0.0
1724,0.0
1725,63.0
1726,0.0
1727,0.0
1728,0.0
1729,42.0
1730,0.0
1731,41.0
1732,2.0
1733,3.0
1734,0.0
1735,2.0
1736,5.0
1737,0.0
1738,22.0
1739,30.0
1740,106.0
1741,596.0
1742,81.0
1743,99.0
1744,302.0
1745,1213.0
1746,1107.0
1747,959.0
1748,361.0
1749,808.0
1750,261.0
1751,2343.0
1752,21837.0
1753,9401.0
1754,393.0
1755,3130.0
1756,759.0
1757,4151.0
1758,22000.0
1759,15609.0
1760,0.0
1761,0.0
1762,2.0
1763,1088.0
1764,1070.0
1765,414.0
1766,568.0
1767,1903.0
1768,4747.0
1769,510.0
1770,1091.0
1771,10921.0
1772,179.0
1773,0.0
1774,0.0
1775,594.0
1776,509.0
1777,17.0
1778,35.0
1779,3.0
1780,15.0
1781,0.0
1782,8.0
1783,0.0
1784,0.0
1785,120.0
1786,120.0
1787,16.0
1788,36.0
1789,0.0
1790,168.0
1791,438.0
1792,0.0
1793,556.0
1794,7.0
1795,8.0
1796,64.0
1797,0.0
1798,136.0
1799,281.0
1800,21.0
1801,0.0
1802,17.0
1803,6.0
1804,1.0
1805,5.0
1806,0.0
1807,0.0
1808,1.0
1809,14.0
1810,0.0
1811,241.0
1812,396.0
1813,162.0
1814,163.0
1815,90.0
1816,476.0
1817,227.0
1818,333.0
1819,126.0
1820,156.0
1821,9345.0
1822,1098.0
1823,10180.0
1824,0.0
1825,418.0
1826,4389.0
1827,989.0
1828,2911.0
1829,2405.0
1830,578.0
1831,248.0
1832,0.0
1833,0.0
1834,0.0
1835,4602.0
1836,2494.0
1837,8623.0
1838,1114.0
1839,5360.0
1840,2006.0
1841,352.0
1842,6380.0
1843,273.0
1844,0.0
1845,0.0
1846,302.0
1847,6759.0
1848,202.0
1849,8.0
1850,1352.0
1851,62.0
1852,3.0
1853,10.0
1854,0.0
1855,93.0
1856,1946.0
1857,2093.0
1858,0.0
1859,511.0
1860,9.0
1861,12.0
1862,129.0
1863,70.0
1864,144.0
1865,48.0
1866,24.0
1867,44.0
1868,0.0
1869,34.0
1870,0.0
1871,52.0
1872,0.0
1873,13.0
1874,619.0
1875,0.0
1876,2.0
1877,0.0
1878,0.0
1879,34.0
1880,23.0
1881,55.0
1882,298.0
1883,693.0
1884,29.0
1885,24.0
1886,591.0
1887,201.0
1888,2104.0
1889,295.0
1890,727.0
1891,280.0
1892,250.0
1893,778.0
1894,659.0
1895,251.0
1896,183.0
1897,179.0
1898,495.0
1899,989.0
1900,399.0
1901,64.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,241.0
1911,96.0
1912,155.0
1913,396.0
1914,74.0
1915,0.0
1916,0.0
1917,652.0
1918,4711.0
1919,668.0
1920,326.0
1921,200.0
1922,0.0
1923,0.0
1924,63.0
1925,10.0
1926,16.0
1927,24.0
1928,0.0
1929,10.0
1930,0.0
1931,1.0
1932,0.0
1933,0.0
1934,78.0
1935,1.0
1936,111.0
1937,59.0
1938,5.0
1939,5.0
1940,555.0
1941,5.0
1942,28.0
1943,0.0
1944,169.0
1945,6.0
1946,0.0
1947,0.0
1948,7.0
1949,42.0
1950,0.0
1951,2.0
1952,12.0
1953,226.0
1954,48.0
1955,99.0
1956,91.0
1957,357.0
1958,31379.0
1959,2319.0
1960,823.0
1961,276.0
1962,115.0
1963,674.0
1964,155.0
1965,1566.0
1966,178.0
1967,0.0
1968,1349.0
1969,221.0
1970,266.0
1971,134.0
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,3.0
1982,340.0
1983,435.0
1984,517.0
1985,481.0
1986,0.0
1987,0.0
1988,267.0
1989,2371.0
1990,42017.0
1991,710.0
1992,307.0
1993,0.0
1994,0.0
1995,66.0
1996,90.0
1997,68.0
1998,33.0
1999,96.0
2000,0.0
2001,0.0
2002,0.0
2003,36.0
2004,23.0
2005,394.0
2006,97.0
2007,13.0
2008,303.0
2009,165.0
2010,9.0
2011,0.0
2012,0.0
2013,21.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,11.0
2020,13.0
2021,5.0
2022,77.0
2023,21.0
2024,8.0
2025,10.0
2026,115.0
2027,225.0
2028,902.0
2029,10442.0
2030,1300.0
2031,284.0
2032,46.0
2033,15.0
2034,252.0
2035,91.0
2036,64.0
2037,471.0
2038,10.0
2039,113.0
2040,543.0
2041,190.0
2042,98.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,229.0
2060,1132.0
2061,1268.0
2062,29.0
2063,141.0
2064,35.0
2065,1064.0
2066,501.0
2067,1130.0
2068,151.0
2069,166.0
2070,59.0
2071,16.0
2072,51.0
2073,62.0
2074,113.0
2075,384.0
2076,139.0
2077,727.0
2078,20.0
2079,0.0
2080,709.0
2081,1.0
2082,26.0
2083,79.0
2084,0.0
2085,16.0
2086,38.0
2087,36.0
2088,0.0
2089,0.0
2090,47.0
2091,14.0
2092,2.0
2093,0.0
2094,7.0
2095,14.0
2096,116.0
2097,139.0
2098,95.0
2099,180.0
2100,73.0
